@relation news

@attribute title string
@attribute label {fake,real}

@data
" Trump MELTS DOWN On Vacationspace Tries To Pretend He's Actually Working (TWEETS)",fake
" Pathetic: Trump Actually Needs A General To Babysit Him Constantly",fake
" McCain Exposes How Capitol Hill Republicans REALLY Feel About Trump",fake
" BAD NEWS For Trump: His White Voter Base Just Abandoned Him",fake
" Another Fox Host Just Got Busted Sexually Harassing Female Staff",fake
" Trump Just Used His Twitter To Break The Law In The Dumbest Way Imaginable",fake
" The Russia Investigation's Special Counsel Just Made Trump's Problems A Whole Lot Worse",fake
" Emboldened NRA Threatens New York Times: 'We're Coming For You' (VIDEO)",fake
" Kellyanne Conway Just Humiliated Herself On National TVspace Displays STUNNING Incompetence (VIDEO)",fake
" Republicans Respond To Trump's Threatsspace Presidency In Freefall (DETAILS)",fake
" Remember Trump's Biggest Campaign Promise? Yeahspace Wellspace He Was Just Kidding",fake
" Chuck Todd Has No F*cks To Givespace Says Jeff Sessions Can Take His Threats And Shove It",fake
" WATCH: Fox Host Calls For Revolt If Grand Jury Indicts Trump",fake
" Senate Has Had Enough Of Trump's Obstructionspace Handcuffs His Ability To Appoint An AG To Fire Mueller",fake
" Newsweek's Latest Cover Effortlessly Demolishes 'Lazy' Trumpspace Meltdown Imminent (IMAGE)",fake
" The Gun Industry Is Hating Trump And The GOPspace And The Reason Why Is Hilarious",fake
" Thanks To Trumpspace 'Local Milk People' Is Trendingspace And That's Not Weird AT ALL",fake
" Top Republicans TRASH Trump's Immigration Proposalspace GOP In Pieces (TWEET)",fake
" REPORT: Team Trump Ordered Border Patrol To Defy Members Of Congress In Original Muslim Ban",fake
" Australia Prime Minister Tells Trump To Man Up And Accept Refugees Because 'A Deal's A Deal'",fake
" Trump Got Another Totally Real Letter From A Not Fake Kid Who Loves Him And No One's Buying It",fake
" McCain Just BRUTALLY Called Out Trump For His Hypocritical Support Of Russia",fake
" New Dramatic Poll Shows Just How Much Trump Has Humiliated Americans (DETAILS)",fake
" Trump Experiments With State-Run TV And Gets Laughed Off The Internet",fake
" Mueller Brings In Bribery Specialist To Crack Open Trump's Russian Piggy Bank",fake
" Chelsea Clinton Teaches Trump How To Treat The White House With Respect",fake
" Trump Humiliated By Being Forced To Sign Russia Sanctions Bill Which Limits His Power",fake
" 'Auntie' Maxine Waters' Showdown In Senate Inspires Gospel Anthem For The Silenced",fake
" Bush Ethics Lawyer Slams Trump: He Can't Go 'One Week' Without Obstructing Justice [VIDEO]",fake
" You Won't Believe Who The White House Wants To Replace Scaramucci With",fake
" Lindsey Graham Is Getting All War Tingly Again After Talking To Donald Trump",fake
" The Most Hated Man In Corporate America Wants Scaramucci's Jobspace Because Why Not?",fake
" BUSTED: Fox News Worked With Trump To Circulate Fake News On Seth Rich Conspiracy Theory",fake
" GOP Congress Just Delivered Trump The Biggest Insult Possible; They Are Completely Ignoring Him",fake
" Trump Put Himself In Deep Sh*tspace Personally Drafted Statement Lying About Jr's Russia Meeting",fake
" Trump's White House Team Is So Dumb They Fell For Fake Emails (IMAGE)",fake
" Details Are Emerging About The Mooch Firing And It Was Brutal",fake
" This Old Anthony Scaramucci Tweet Must Be VERY Uncomfortable Right Now",fake
" Secret Memo Shows That Every Single Congressman Could Be Hit In Russian Investigation",fake
" Rick Perry Is Mocked Over Nukes By Secretary Whose Job He Thought He Was Getting",fake
" White House In Chaos As Trump Fires Scaramucci After Only 10 Days On The Job",fake
" Craziest Person In Congress Wants To Investigate Everyone BUT Trump; Maybe You're On The List",fake
" WATCH: Trump Really Does Think He's On A West Wing Edition Of 'The Apprentice'",fake
" Trump Whines About Obamacare And Takes Credit For Obama's Economy In Delusional Morning Rant",fake
" Tomi Lahren Blasts ObamaCarespace Admits She's Still On Parents' Health Insurance [VIDEO]",fake
" Joe Biden Proves He's A MUCH Better Negotiator Than Trump; He Helped Save Obamacare",fake
" McCain F*cked Over Senate Republicans On Trumpcare In A Much Better Way Than We Already Knew",fake
" Maxine Waters Reveals The REAL Reason Pence Is Putting Up With Trump's Madness",fake
" Ted Nugent Breaks Civility Pledge With Unhinged Obama Rant For No Apparent Reason",fake
" It's Not Over: Trump's Tantrums Drive Senate GOP To Take Aim Yet Again At Healthcare",fake
" Trump HUMILIATED As His Approval Rating Is Now Even Lower Than Clinton's During Sex Scandal",fake
" WATCH: Internet Hilariously Mocks Trump For Not Killing His Own Flies Like President Obama",fake
" White Man Murders Cop And Racist Media Stays Silent",fake
" Federal Court Rules Against Trump's Unpresidential Twitter Behavior (DETAILS)",fake
" New Report Says Trump Destroyed Scaramucci's Marriage",fake
" BREAKING: Trump Kicks Reince Priebus Out Of White House (TWEET)",fake
" Scaramucci's New Yorker Interview Is More Than Just Grossspace It May Be A Felony",fake
" Trump Admin Deals STUNNING Threat To Alaska Over Their Senator's 'No' Vote On ACA Repeal",fake
" Insane Racist Fired For Death Threats Against Muslims 'Parked Too Close' At Walmart",fake
" Trump Awards Woman The Medal Of Valor Then Kisses Her",fake
" The GOP Senate Just Set A Huge Trap For Trump; He'll Be Screwed No Matter What He Does",fake
" Democratic Twitter Hero Ted Lieu Taunts Trump Over Just-Passed Russia Sanctions",fake
" Anthony Scaramucci Just Said Some Weird Stuff About Steve Bannon's 'C*ck'",fake
" Trump-Touted Wisconsin Deal Forces Taxpayers To Shell Out $3 Billion",fake
" GOP Senator Has Had ENOUGH: Firing Mueller Could End Trump Presidency (VIDEO)",fake
" Boy Scouts Forced To Apologize On Trump's Behalf",fake
" GOP Rep Blames Media For Trump's Attacks On Sessions",fake
" Trump's White House IMPLODES As Kellyanne Conway Attacks Fellow Top Staffer (VIDEO)",fake
" Trump Gets HUMILIATED By His Own Joint Chiefsspace Contradict His Transgender Ban",fake
" WATCH: Scaramucci Flips Out Over White House Leaksspace Sends Ominous Warning To Reince Priebus",fake
" Trump Is Trying To Make It Illegal For Groups Of People He's Screwed To Sue Him",fake
" Trump's Salary Donation Is Just Bullsh*t PRspace And Here's Why",fake
" Trump Will 'Torture' Sessions Every Day Until He Resigns: Report",fake
" Trump's Approval Rating Takes Game-Changing Turn In 11 Pro-Trump States (DETAILS)",fake
" Transgender Navy SEAL Hero Dares Trump: Tell Me To My Face I'm Not Worthy Of Serving",fake
" Trump Attacks Sessions Again For Not Helping Him Obstruct Russia Investigation",fake
" Trump Goes On Stunningly Bigoted Rantspace Says He Will Not Allow Military Service Of Transgender Soldiers",fake
" Apparentlyspace Trump Is Sad He Has No Eric Holder",fake
" Former CIA Chief Blasts Trump's Speech To Boy Scouts: 'Like Watching A Dictator'",fake
" Trump's Lawyers Say Encouraging Reasonable Force Against Protestors Is 1st Amendment Right",fake
" Trump Says 'Illegals' Are Here To Chop Up Teen Girls With Knives Because Shooting Them Isn't Painful Enough",fake
" She Might Be The Last Decent Republican In Americaspace And This Audio From A Hot Mic Proves It",fake
" American Psychoanalytic Association Gives Members Permission To Diagnose Trump's Mental Health",fake
" Top Republican Senator BLISTERS Trump For Demanding The DOJ Persecute Hillary Clinton",fake
" WATCH: Republican Lawmaker Has Finally Had Enough Of Trump's Bullsh*t",fake
" Trump Has Total UNHINGED Scatter-Brained Mental Meltdown For The Entire World To See",fake
"U.S. tax negotiators raising refundable portion of child tax credit: congresswoman",real
"Republicans have finalized compromise U.S. tax bill -chief House tax writer",real
"Republican Senator Rubio will back tax bill: CNBCspace citing sources",real
"Exclusive: Senator Cruz wants to cap renewable fuel credits at 10 cents - document",real
"Trump administration issues new rules on U.S. visa waivers",real
"Trump urges Moore to concede Alabama Senate race",real
"Net neutrality repeal gives Democrats fresh way to reach millennials",real
"As Republican tax vote nearsspace more senators waver",real
"Factbox: Trump on Twitter (December 14) - Stock marketspace federal regulations",real
"House committee questions head of Trump campaign data firm: sources",real
"Republican governors meet with Pence over NAFTA concerns",real
"Factbox: Provisions of the U.S. Republicans' final tax bill",real
"House Speaker Ryan mulls retirement after 2018 elections: Politico",real
"Republican Representative Farenthold will not seek re-election",real
"Alabama Senate race winner urges Republican rival to 'move on'",real
"Fund managers seek stocks benefiting from Democratic gains in 2018 U.S. elections",real
"Factbox: Republicans to keep an eye on as Senate nears vote on tax bill",real
"Republican House Speaker Ryan told Trump retirement report was rumors were not true: White House",real
"White House says will work with Rubio on child tax credit",real
"Republican Senator Lee undecided on tax billspace seeks child credit changes: aide",real
"U.S. tax bill to preserve key renewable energy creditsspace sources say",real
"U.S. bill to allow property and income or sales tax deductions: key lawmaker",real
"Senator McCain will vote on tax bill -No. 2 Republican",real
"Nominee for U.S. EPA chemical safety withdraws: Bloomberg",real
"Senators Burrspace Tillis oppose Trump's EPA nominee Dourson: reports",real
"Pence delays Middle East trip in case needed for U.S. tax vote",real
"Kentucky lawmaker a 'probable suicide' amid sexual misconduct accusations",real
"Mulvaney says U.S. tax bill votes could be Tuesdayspace Wednesday: CNBC",real
"Donald Trump Jr. wants 'leak' probespace as Congress' Russia probes press on",real
"Do not expect postcard-sized tax return from Republican plan: experts",real
"Republicans forge tax dealspace final votes seen next week",real
"Alabama win thrills Democrats as Republicans point fingers",real
"Trump's eldest son testifies to Senate committee in Russia probe",real
"What is in the Republicans' final tax bill",real
"Factbox: What is in the U.S. Republicans' final tax bill",real
"Minnesota lieutenant governor to replace Franken in Senate",real
"Stop-gap bill unveiled to fund U.S. government until Jan. 19",real
"Senior justice official dismisses Republican charges of bias in Trump probe",real
"Senator McCain treated for side effects of cancer therapy",real
"Trump 'dossier' firm: Republicans leaked bank records in retaliation",real
"Two Trump judicial nominations rebuffed by Senate",real
"U.S. prepares to open doors on billion-dollar London embassy",real
"In elaborate hoaxspace websites say NFL Redskins renamed as Redhawks",real
"After Alabama upsetspace Democrats see new prospects in U.S. South",real
"Schumer: delay tax overhaul vote until new Alabama senator seated",real
"Republican Senator Corker says he is still undecided on tax bill",real
"Control of Virginia state House at stake as recounts begin",real
"Trump says he would accept 21 percent corporate tax rate",real
"House and Senate reach deal on U.S. tax legislation: Hatch",real
"U.S. House to stop using public funds for harassment settlements: speaker",real
"U.S. House and Senate leaders reach agreement 'in principle' on tax plan: AP",real
"White House aide Omarosa Manigault Newman resigns",real
"Analyst View: Democrat Jones wins Alabama U.S. Senate seat in blow to Trump",real
"Top U.S. Senate Democrat hopeful Congress will help 'Dreamers' by year end",real
"Senator Gillibrand calls Trump Twitter post 'sexist smear'",real
"Trump loses his big bet on Alabama U.S. Senate race",real
"FBI officials said Clinton 'has to win' race to White House: NYT",real
"Trump congratulates Democrat for Alabama U.S. Senate victory in tweet",real
"Prayerspace principle guide women voters in Roy Moore's Alabama hometown",real
"Democrat wins U.S. Senate seat in Alabama in setback for Trump",real
"Factbox: Trump on Twitter (December 12) - Democratsspace Kirsten Gillibrandspace Chuck Schumer",real
"Crucial details of Republican tax plan in flux as deal deadline looms",real
"Tillerson seeks to ease skepticism about U.S. State Department reorganization",real
"Trump to meet Housespace Senate tax cut negotiators Wednesday: White House",real
"Republicans propose to delayspace pause Obamacare taxes",real
"Trump signs into law U.S. government ban on Kaspersky Lab software",real
"Senator Grassley expresses reservations on two Trump judge nominees",real
"U.S. judge orders special counsel to turn over evidence on Michael Flynn",real
"U.S. Congress to let Iran deadline passspace leave decision to Trump",real
"Senators say effort to protect 'Dreamers' making progress",real
"Trump's attack on Senator Gillibrand 'nasty': Senator Schumer",real
"House Speaker Ryan says he believes upbeat Treasury tax study",real
"Senate leader says he's confident of deal to keep government open after Dec. 22",real
"White House to host fresh biofuels talks to help refiners: sources",real
"Trump will announce new U.S. security strategy on Monday: adviser",real
"Trump signs defense policy billspace urges U.S. Congress to fund it",real
"Trump's push to cut federal jobs has modest impactspace mostly in defense",real
"Cuba tells U.S. suspension of visas is hurting families",real
"Republican Moore embraces Trump message on eve of Alabama election",real
"Women accusing Trump of sexual misconduct seek congressional probe",real
"U.S. House Democratic women seek probe of Trump misconduct accusations",real
"Judge tells ex-Trump adviser Manafort to stop communicating with media",real
"U.S. military must accept transgender recruits by Jan. 1space judge rules",real
"Nuclear plan backer denies Inauguration Day text with top Trump aide",real
"U.S. Treasury tax study slammed as 'fake math' by Democrats",real
"U.S. Treasury adds cash management measures due to debt limit",real
"Factbox: Women who have accused Trump of inappropriate conduct",real
"Nearly half of Americans still oppose Republican tax bill: Reuters/Ipsos poll",real
"Justice Department reviewing options after ruling on transgender recruits: White House",real
"Haley: Women accusers should be heardspace even if Trump is target",real
"Exclusive: Contenders emerge for No.2 Fed jobspace search to narrow",real
"Trump to give speech on U.S. tax overhaul on Wednesday: White House",real
"Powell faces early test of policy view as tax cuts near approval",real
"Roy Moore campaign casts Alabama race as referendum on Trump",real
"Democrats eye gains in Pennsylvania trial on 'goofy' gerrymandering",real
"Trump urges Alabama voters to back Roy Moore",real
"Senator Collins says undecided on final tax bill vote",real
"Trump attends civil rights museum opening; black leaders stay away",real
"Ukrainian author of Manafort op-ed says sought input to avoid errors",real
"Special Counsel Mueller filing shows Manafort drafted Ukraine op-ed despite gag order",real
"Trump lifts refugee banspace but admissions still plummetspace data shows",real
"Trump on Twitter (Dec 8) - Hanukkahspace Roy Moorespace Wells Fargo",real
"U.S. lawyer defending travel ban grilled in court over Trump's tweets",real
"U.S. House committee 'may reconsider' WHO cancer agency funds",real
"Trump senior aide Dina Powell to resign early next year: White House",real
"Special Counsel Mueller produces evidence that Manafort drafted op-ed",real
"U.S. top court takes up Republican challenge to Maryland electoral district",real
"White House pressures Big Corn to meet on U.S. biofuels policy",real
"Former Trump adviser interviewed in Congress in Russia probe",real
"Farenthold should resign if misconduct accusations true: senior House Republican",real
"Congressman Franks says resigning immediately",real
"U.S. tax revamp still incomplete as Republicans eye social program cuts",real
"Special election to replace Conyers to be held Nov. 2018: governor",real
"Trump signs temporary spending bill as budget talks intensify",real
"U.S. tax repatriation plan may not cure long-term dollar weakness",real
"Aide tries to refocus tax debate after Trump's corporate rate remark",real
"Franken and Franks resign as misconduct charges batter Congress",real
"Rep. Franks to resign after staff members' complaints of harassment",real
"Aide tries to refocus U.S. tax debate after Trump's corporate rate remark",real
"Millions would lose mortgagespace gift write-offs under U.S. tax bill: study",real
"Blackwater founder Prince details meeting with Russian in Seychelles",real
"Congress averts government shutdown for now",real
"Civil rights pioneer to eschew museum opening after Trump says will attend",real
"Judge presiding over Michael Flynn criminal case is recused: court",real
"House ethics panel probing Rep. Farenthold over harassment allegations",real
"Factbox: Trump on Twitter (December 7) - Pearl Harbor Remembrance Day",real
"House Intelligence chairman cleared of disclosing classified information",real
"Paul Manafortspace Special Counsel Mueller tussle over Ukrainian op-ed",real
"Congress passes bill to temporarily fund governmentspace avert shutdown",real
"Trump open to biofuel policy reformspace senators say after meeting",real
"House approves stop-gap government funding bill",real
"Manafort's work on draft op-ed does not violate gag order: defense lawyer",real
"Exclusive: White House doesn't foresee shutdownspace Trump wants 20 percent corporate tax",real
"Libya says pushing to be removed from Trump travel ban list",real
"Pelosi says Democrats will not back short-term funding bill on Thursday",real
"Pentagon wants 12 month procurement time for major weapons programsspace official",real
"FBI Director Wray defends bureau in wake of Republican criticism",real
"President's son had legitimate reasons to not answer House panel questions: White House",real
"Senate confirms top EPA enforcement official",real
"Funding bill clears hurdle in House",real
"Exclusive: U.S. regulators offer Congress olive branch on loans",real
"White House says focused on getting lowest possible corporate tax rate",real
"U.S. lawmakers propose ban on arbitration of sexual misconduct claims",real
"Ryan feels good about spending billspace wants budget cap talks",real
"Democratic Senator Franken to resign: CNNspace citing sources",real
"U.S. Interior Department wants more oil drillingspace expedite ANWR permits",real
"Franken to make 11:45 a.m. announcement after harassment accusations",real
"Democratic Senator Franken faces pressure to resignspace announcement looms",real
"Trump administration sides against unions in high court fees case",real
"Trump's eldest son questioned in Congress about Russia",real
"Democratic lawmakers question Kushner on New York property: letter",real
"'Good to go': Top Trump aide gave inaugural day ok to nuclear plan - congressman",real
"Factbox: Trump on Twitter (December 6) - Americaspace California's wildfires",real
"U.S. appeals court hears arguments on Trump travel ban",real
"Trump warns of government shutdown threat ahead of meeting with lawmakers",real
"Trump would sign bill that funds government through December 22: statement",real
"Senate votes to pursue tax bill negotiations with House",real
"Bill letting people bring concealed guns across state lines passes U.S. House",real
"Senator Franken to resign on Thursday: Minnesota Public Radio",real
"Factbox: Corporate alternative minimum tax threat hits pharmaspace tech",real
"Trump hopes to avoid government shutdown in meeting with lawmakers: White House",real
"Senate votes to begin tax bill negotiations with House",real
"Alabama Democrat turns up attacks on Roy Moore in Senate race's final stretch",real
"Corporate AMT likely will not be in final U.S. tax bill: Hatch",real
"U.S. attorney general calls for efficient review of immigration cases",real
"Utah Republicans defend Romney after Bannon's 'Mormon' jab",real
"Cuts to homeowner tax breaks could cost Republicans in 2018 races",real
"Justice Department seeks warrant to seize ancient ring trafficked by ISIS",real
"No. 2 Democrat in Senate calls on Franken to resign",real
"Congress tax negotiators may have final bill before Dec. 22",real
"Senator Frankenspace facing resignation callsspace to make announcement on Thursday: office",real
"Trump ally Bannon campaigns for Moore in Alabama",real
"You're wrong'space Tillerson says of reports he will be fired",real
"Senate to vote later on Wednesday to work with House on tax bill: McConnell",real
"Trump's first year in office marked by controversyspace protests",real
"Democrats flex muscles as Congress confronts a government shutdown",real
"Factbox: Trump on Twitter (December 5) - Utah national monuments",real
"House tax positions begin to emerge ahead of talks with Senate",real
"Republican Party backs Senate candidate Moore: official",real
"Senate confirms Trump's pick for Homeland Security secretary",real
"House passes measure to limit aid to Palestinians over 'martyr payments'",real
"Trump lawyer denies Deutsche Bank got subpoena on Trump accounts",real
"Senate committee advances bill easing banking regulations",real
"Trump lawyers say judge lacks jurisdiction for defamation lawsuit",real
"Mueller's Russia probe cost his office $3.2 million in first four months",real
"Credit union sues to block Mulvaney from leading CFPB",real
"Senior lawmaker Conyers leaves U.S. Congress after harassment accusations",real
"House Republican tax chief says lawmakers want AMT repeal",real
"White House says government shutdown always a possibility",real 
"Exclusive: Trump names career diplomat to head Cuban embassy - sources",real
"Trump lawyer: Deutsche Bank has not received subpoena for Trump records",real
"Trump says tax conference will go wellspace 'pretty quickly'",real
"Trumpspace Obama dominate Twitter yearspace but chicken nuggets prevail",real
"Former Trump aide nomination to be Singapore envoy stalled over Russia concerns",real
"House Republicans mull length of spending bill as vote looms",real
"Factbox: What to watch in negotiations over details of U.S. tax bill",real
"Tillerson seeks to reassure worried Europe over Trump",real
"House tax panel chair to urge longer-lasting individual tax rate cuts",real
